"NMDS1","NMDS2","NMDS3","NMDS4","NMDS5","NMDS6"
-0.0732062956856566,0.25583641611031,-0.0941892426148029,0.113084425565757,0.00443659194963508,0.116682376128077
-0.0830667712929428,0.0414962126863989,0.125117447226001,0.161729279900839,0.11673988529359,0.0789346929588412
-0.0781762191828924,-0.149965987663661,0.0933660790625283,0.14399979477945,-0.0513785542138088,0.0653519950459782
-0.0458633027985108,-0.067360325505738,0.0746035530220686,0.0866109039332051,0.193702596030726,0.00290128446070874
-0.114095566754221,0.043320597785823,-0.0219165168147935,0.12122309909008,-0.189934866119645,0.100478487347861
-0.0946751248488544,0.0579292200339129,-0.121806009997552,0.0686297858492664,-0.132222069308701,-0.0305968767020126
-0.00442380773182424,-0.038972335964869,0.0339958521633373,-0.0269523789844752,-0.0577684094099418,0.15068521705672
0.0025020109121586,-0.0648969574284762,0.0026576688471649,-0.0752451555520229,-0.056828281765576,0.0233923147870514
-0.144178686204647,0.0343921053138772,0.100007657444275,0.0233749277015914,-0.0365775288064716,-0.0306301919335627
-0.176142865037624,0.027662142340042,0.0121266326351456,0.0636255049807796,-0.0470724330707961,-0.197528596815466
-0.0529624037382075,-0.282933076809325,0.0331202323971436,0.16575313740273,0.0485058363115056,0.0435218255258067
-0.0507611698607671,-0.23560188186953,-0.0681073284517504,-0.0763767780353845,0.0881108922172459,0.101868635852377
-0.057876372508471,0.0334335916274162,0.128458473393673,-0.113364935015702,0.0809025782057185,-0.0217076929318923
-0.156225313091429,0.0878593708732089,0.113889225919094,-0.0671988651913132,0.00711196296713041,0.00850061496007742
0.203752241250059,0.0496739453844832,0.0598774241256997,-0.0726671701117043,0.0628679966170923,0.00124339798896266
0.207036091050631,0.134469807887516,-0.104222384929701,0.0279573682868688,0.0370009181549962,-0.00129779064459366
0.232232954579616,0.241575203692846,-0.0717970295833862,-0.0548675786500002,0.0241087197612238,0.0324844772894673
0.162334593002543,0.106826917743208,-0.0970755877864687,0.0182781744185877,0.00492049693828509,-0.123491728174583
0.150717189386812,0.0213732606518076,-0.00675175841384833,0.0635472080957371,0.103974795855674,-0.154056334465707
0.17086416560446,-0.0857543434290431,-0.217526616941518,0.0243480954925586,-0.0352630386197397,-0.0668281020204684
0.223898999305471,-0.00784040914117931,-0.00754275789410898,-0.180062913237457,0.0618860553107403,0.104280869358917
0.172923779918319,-0.223784814697606,-0.13564501067116,-0.0991782091433887,0.056953530696806,0.00974294550471116
0.20480491934376,-0.0908798271318859,0.114433131227898,-0.0693006031576855,-0.102066007003795,-0.0445828522870562
0.260134255529035,-0.181470800642259,0.151600019754811,-0.0116961894160362,-0.14806938932817,-0.0705047799336415
0.155138780570399,0.0350866562578304,0.110386533641702,-0.00311751292031015,-0.0886598686785036,-0.0456552743975677
0.237340045444431,-0.020352761137174,0.0920348154304344,0.0646700960693802,0.00640491634488179,-0.0119101914561208
0.296051953104248,0.0156135909929451,0.0423955131707508,0.10747362294538,0.0100829750204301,-0.0290375861696461
0.279382478127798,-0.0603814984796199,-0.0357485886153812,0.0256918669668525,0.00597071715306179,-0.0624753244446232
0.248793925454101,0.00106076351467491,-0.0698991813433062,0.0139894865237274,0.107186862866733,0.0889726111951706
0.301658503776069,-0.0539272329020129,0.0982343972048801,-0.0689276783893913,-0.102695212445467,0.0645658080924312
0.0262507034661879,0.26338675303625,0.0401118089871301,-0.00868843842393342,0.0709326967012519,0.0372239023518196
-0.366289125169905,-0.139226922657162,-0.153248602557825,0.0659557533235166,-0.0108325141273743,-0.0184167490239904
-0.226453808469321,0.04297048136554,0.179655110294723,0.00949792843605685,0.0329307973830999,-0.0666395848376997
-0.0367213308209663,0.107444614998619,-0.0147111283554666,0.075670278278544,-0.135826603735946,0.0440527989084441
-0.0597862624107732,0.0889897177473622,-0.150343313833531,0.00870107983543653,-0.107466654547948,0.0914193703190806
-0.165321054041692,-0.104629671378973,-0.188305852116544,0.013750799884812,-0.0200705277175803,-0.0204972769903737
-0.175398524052375,-0.0839277735620299,-0.191537872919202,-0.0948586686969792,0.0683786567179997,-0.0320744884815885
-0.286147340765095,0.0310060808967303,0.00080572665184069,0.0360437193678485,0.0647980301294698,0.0396218178670812
-0.40882422456637,-0.0384650189074475,0.136234336638625,-0.21799201222695,-0.0465733015757035,0.0635881973859438
-0.162157020670682,0.0306570889202888,0.137229574934775,0.0545471336500372,0.084174327290086,-0.0325620731431951
-0.0585940869979742,0.0657044256185912,-0.0747308075099965,-0.0761455593790556,0.0970576017243044,-0.0121957351912939
-0.152527923077558,0.102659077711351,-0.0323019747227771,-0.194716314370675,-0.0826810149521507,-0.0770849786253406
-0.305942990047338,0.00994359611695983,-0.0229336481005802,-0.0467965098765787,0.0128458377856307,-0.119739431715105
